;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2015;Total_vu_2015;Alquiler_mes_vc_m2_2015;Alquiler_mes_vu_m2_2015;Total_vc_2016;Total_vu_2016;Alquiler_mes_vc_m2_2016;Alquiler_mes_vu_m2_2016;Total_vc_2017;Total_vu_2017;Alquiler_mes_vc_m2_2017;Alquiler_mes_vu_m2_2017;Total_vc_2018;Total_vu_2018;Alquiler_mes_vc_m2_2018;Alquiler_mes_vu_m2_2018;Total_vc_2019;Total_vu_2019;Alquiler_mes_vc_m2_2019;Alquiler_mes_vu_m2_2019;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2003;Poblacion_2004;Poblacion_2005;Poblacion_2006;Poblacion_2007;Poblacion_2008;Poblacion_2009;Poblacion_2010;Poblacion_2011;Poblacion_2012;Poblacion_2013;Poblacion_2014;Poblacion_2015;Poblacion_2016;Poblacion_2017;Poblacion_2018;Poblacion_2019;Poblacion_2020;Poblacion_2021;Poblacion_2022;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Viviendas_turisticas_2022;Turistas_2020;Turistas_2021;Turistas_2022;Total_casas_alquiler_2015;Porcentaje_viviendas_alquiler_2015;Porcentaje_vc_alquiler_2015;Porcentaje_vu_alquiler_2015;Total_casas_alquiler_2016;Porcentaje_viviendas_alquiler_2016;Porcentaje_vc_alquiler_2016;Porcentaje_vu_alquiler_2016;Total_casas_alquiler_2017;Porcentaje_viviendas_alquiler_2017;Porcentaje_vc_alquiler_2017;Porcentaje_vu_alquiler_2017;Total_casas_alquiler_2018;Porcentaje_viviendas_alquiler_2018;Porcentaje_vc_alquiler_2018;Porcentaje_vu_alquiler_2018;Total_casas_alquiler_2019;Porcentaje_viviendas_alquiler_2019;Porcentaje_vc_alquiler_2019;Porcentaje_vu_alquiler_2019;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021;Porcentaje_viviendas_turisticas_2022
Mercadal, Es;7;Balears, Illes;7037;164.0;57.0;4.16666666666667;3.17097771857182;179.0;68.0;4.58800720121867;3.38983050847458;197.0;63.0;4.63705884566183;3.57810379701462;184.0;58.0;4.83870967741935;3.36134453781513;202.0;65.0;5.40540540540541;3.94801790988459;252.0;69.0;5.65385542168675;4.52269692923899;275.0;84.0;5.88235294117647;4.57714230755614;Balears, Illes;3654.0;3844.0;4255.0;4504.0;4838.0;5134.0;5292.0;5398.0;5408.0;5396.0;5425.0;5176.0;5091.0;5098.0;4788.0;4788.0;5038.0;5316.0;5444.0;5676.0;5486.0;120.5;238.5;246.0;56295.0;63498.5;87215.5;221.0;4.028436018957346;2.989427633977397;1.039008384979949;247.0;4.502369668246446;3.2628508931826468;1.2395187750637988;260.0;4.739336492890995;3.590958804228946;1.148377688662049;242.0;4.4112285818446955;3.3539919795843964;1.057236602260299;267.0;4.866934013853445;3.6820998906306963;1.1848341232227488;2.164064738601302;321.0;5.851257746992344;4.593510754648196;1.2577469923441487;4.221006802768348;359.0;6.543930003645643;5.012759752096245;1.5311702515493986;4.391076458889331
Mesía;15;Coruña, A;15047;466.9054054054054;5.0;3.116877760095208;2.388500099467786;494.2857142857143;7.0;3.1410875702153205;2.449349896463087;528.9871794871794;8.0;3.199912672862533;2.5283422373598454;562.4102564102565;8.0;3.2851713706038828;2.549704937981832;579.8987341772151;7.0;3.4416382177544147;2.6222608753336183;690.5365853658536;9.0;3.5857660396338327;2.541682017413018;0.0;11.0;3.66003568353889;2.6663961038961;Galicia;3240.0;3216.0;3174.0;3102.0;3080.0;3033.0;2975.0;2918.0;2922.0;2879.0;2849.0;2795.0;2734.0;2700.0;2637.0;2582.0;2530.0;2497.0;2479.0;2457.0;1466.0;2.0;2.0;2.0;355.0;2357.0;3248.0;471.9054054054054;12.937012124231854;9.91927050180611;0.34106412005457026;501.2857142857143;14.462089661512866;11.067323643889669;0.47748976807639837;536.9871794871794;15.516414019866337;11.81905789801226;0.5457025920873124;570.4102564102565;16.606676256900272;12.869321774386531;0.5457025920873124;586.8987341772151;16.748951469283693;12.956730684675858;0.47748976807639837;0.1364256480218281;699.5365853658536;19.58492249954232;15.751267352445508;0.6139154160982264;0.1364256480218281;11.0;0.7503410641200545;0.0;0.7503410641200545;0.1364256480218281
Miajadas;10;Cáceres;10121;49.0;31.0;2.33333333333333;2.0750626566416;64.0;35.0;2.47619047619048;2.08837606837607;68.0;44.0;2.54901960784314;1.92307692307692;75.0;60.0;2.70282424896564;2.16494845360825;93.0;52.0;2.82171044518436;2.29007633587786;120.0;68.0;2.75229357798165;2.3489932885906;142.0;67.0;2.83554888507719;2.52061797752809;Extremadura;9580.0;9786.0;10107.0;10106.0;10151.0;10241.0;10338.0;10323.0;10234.0;10150.0;10111.0;10012.0;9944.0;9879.0;9773.0;9685.0;9607.0;9527.0;9503.0;9458.0;5454.0;2.0;4.0;5.0;9471.0;12028.0;12201.0;80.0;1.466813348001467;0.8984231756508985;0.5683901723505684;99.0;1.8151815181518152;1.1734506784011733;0.6417308397506417;112.0;2.0535386872020536;1.2467913458012467;0.8067473414008067;135.0;2.4752475247524752;1.375137513751375;1.1001100110011002;145.0;2.6585991932526585;1.705170517051705;0.9534286762009534;0.03667033370003667;188.0;3.447011367803447;2.2002200220022003;1.2467913458012467;0.07334066740007333;209.0;3.8320498716538323;2.6035936927026038;1.2284561789512285;0.09167583425009168
Miengo;39;Cantabria;39044;101.0;44.0;5.15818650573437;4.24375;123.0;57.0;5.27625152625153;4.47274009912982;143.0;67.0;5.57112332112332;4.35340022296544;176.0;75.0;5.9522;4.36885482938114;177.0;73.0;6.02767675705977;4.85956207673704;276.0;98.0;6.34920634920635;5.10713778913013;286.0;107.0;6.70238095238095;5.33333333333333;Cantabria;3815.0;3860.0;3867.0;3986.0;4135.0;4296.0;4495.0;4540.0;4648.0;4677.0;4654.0;4626.0;4675.0;4741.0;4676.0;4713.0;4741.0;4891.0;5059.0;5123.0;3436.0;120.5;238.5;246.0;9032.0;8803.0;17754.0;145.0;4.220023282887078;2.939464493597206;1.280558789289872;180.0;5.238649592549476;3.579743888242142;1.658905704307334;210.0;6.111757857974389;4.161816065192084;1.949941792782305;251.0;7.305005820721769;5.122235157159488;2.1827706635622817;250.0;7.275902211874272;5.151338766006985;2.1245634458672877;2.164064738601302;374.0;10.884749708963911;8.032596041909196;2.852153667054715;4.221006802768348;393.0;11.437718277066356;8.323632130384167;3.1140861466821885;4.391076458889331
Mieres;33;Asturias;33037;641.0;92.0;3.85322398190045;2.17391304347826;740.5;86.0;4.00378466327108;2.29508196721311;785.0;85.0;4.11764705882353;2.19712015888779;807.0;84.0;4.22841679360244;2.58823529411765;827.0;74.0;4.3978021978022;2.8777937745813;1007.5;130.0;4.53795379537954;2.89256198347107;994.0;133.0;4.54545454545455;3.53535353535354;Asturias, Principado de;23982.5;23458.5;23147.5;22988.0;22656.0;22402.5;22207.0;22009.0;21643.0;21377.0;21033.5;20669.5;20334.0;19911.0;19640.0;19370.0;19138.5;18941.0;18687.5;18457.5;17032.5;30.0;53.0;44.0;14912.0;18277.0;19760.0;811.0;3.3330593457175737;2.9549564359690943;0.3781029097484794;839.0;3.448134144336676;3.0946901200065757;0.3534440243301003;870.0;3.575538385664968;3.2262041755712643;0.34933421009370375;891.0;3.661844484629295;3.3166200887719874;0.34522439585730724;901.0;3.7029426269932597;3.3988163734999177;0.3041262534933421;0.12329442709189545;1224.0;5.030412625349334;4.496136774617788;0.5342758507315469;0.2178201545290153;1267.0;5.207134637514384;4.660529344073648;0.5466052934407365;0.18083182640144665
Mieres;17;Girona;17105;1.0;5.0;4.823179137154367;3.420654174176487;204.06201550387595;5.0;4.842635242780425;3.4612488492594236;213.90225563909775;7.0;4.941629535277567;3.5216048704891922;1.0;7.0;5.15631621466108;3.6864957745715974;1.0;10.0;5.454744773388228;2.77777777777778;2.0;10.0;5.598249228734805;2.77777777777778;2.0;14.0;5.879446029324413;3.29714437492833;Cataluña;23982.5;23458.5;23147.5;22988.0;22656.0;22402.5;22207.0;22009.0;21643.0;21377.0;21033.5;20669.5;20334.0;19911.0;19640.0;19370.0;19138.5;18941.0;18687.5;18457.5;17032.5;30.0;53.0;44.0;14912.0;18277.0;19760.0;6.0;0.02465888541837909;0.004109814236396515;0.020549071181982573;209.06201550387595;0.8592060476075783;0.8386569764255958;0.020549071181982573;220.90225563909775;0.9078672350776662;0.8790985354228906;0.028768699654775604;8.0;0.03287851389117212;0.004109814236396515;0.028768699654775604;11.0;0.045207956600361664;0.004109814236396515;0.04109814236396515;0.12329442709189545;12.0;0.04931777083675818;0.00821962847279303;0.04109814236396515;0.2178201545290153;16.0;0.06575702778234424;0.00821962847279303;0.05753739930955121;0.18083182640144665
Miguel Esteban;45;Toledo;45101;12.0;22.0;2.69607843137255;1.58227848101266;20.0;24.0;2.94117647058824;1.71232876712329;21.0;26.0;3.01282051282051;1.58227848101266;22.0;25.0;2.94871794871795;1.7242199391172;23.0;27.0;2.64717425431711;2.11121826959175;34.0;31.0;2.85714285714286;2.15659351929913;32.0;36.0;2.86474164133739;2.35761975175875;Castilla-La Mancha;4957.0;5077.0;5238.0;5435.0;5491.0;5918.0;5754.0;5582.0;5460.0;5417.0;5320.0;5243.0;5080.0;5042.0;4976.0;4908.0;4856.0;4788.0;4809.0;4791.0;2955.0;1.0;2.0;9.0;1913.0;1832.0;1640.0;34.0;1.1505922165820643;0.40609137055837563;0.7445008460236887;44.0;1.4890016920473774;0.676818950930626;0.8121827411167513;47.0;1.5905245346869712;0.7106598984771574;0.8798646362098139;47.0;1.5905245346869712;0.7445008460236887;0.8460236886632826;50.0;1.6920473773265652;0.7783417935702199;0.9137055837563451;0.0338409475465313;65.0;2.1996615905245345;1.1505922165820643;1.0490693739424704;0.0676818950930626;68.0;2.3011844331641287;1.0829103214890017;1.218274111675127;0.30456852791878175
Miguelturra;13;Ciudad Real;13056;116.0;65.0;3.42465753424658;3.2295148301839;131.0;72.0;3.44882516925528;3.2051282051282;195.0;86.0;3.51976908685582;3.16964285714286;237.0;101.0;3.61922396831334;3.31858937476026;219.0;101.0;3.94152795561246;3.25548054587689;359.0;120.0;3.92674769004464;3.23741007194245;384.0;124.0;3.95170618854829;3.41625716625717;Castilla-La Mancha;10978.0;11344.0;11737.0;12354.0;12912.0;13582.0;13986.0;14312.0;14517.0;14727.0;14856.0;14967.0;15032.0;15133.0;15225.0;15316.0;15368.0;15498.0;15658.0;15744.0;7548.0;3.0;7.0;8.0;8113.0;7781.0;10206.0;181.0;2.3979862215156333;1.5368309485956544;0.8611552729199788;203.0;2.6894541600423953;1.735559088500265;0.9538950715421304;281.0;3.72284048754637;2.583465818759936;1.1393746687864335;338.0;4.47800741918389;3.1399046104928456;1.338102808691044;320.0;4.239533651298357;2.901430842607313;1.338102808691044;0.0397456279809221;479.0;6.346051934287228;4.756226815050344;1.589825119236884;0.09273979862215156;508.0;6.7302596714361425;5.087440381558029;1.6428192898781133;0.10598834128245893
Mijas;29;Málaga;29070;641.0;165.0;5.46380537974683;5.55555555555556;740.5;188.5;5.71589205397301;5.74047408063802;800.0;205.5;5.79710144927536;5.85106382978723;846.0;221.5;6.25;6.11947285035287;857.0;225.0;6.79611650485437;6.52475247524752;1007.5;280.0;7.04225352112676;6.48148148148148;994.0;283.5;7.27961707219785;6.97674418604651;Andalucía;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;120.5;238.5;246.0;56295.0;63498.5;87215.5;827.2611940298507;3.5667396061269145;2.8943703998408594;0.6723692062860553;908.6901408450705;4.159538492142431;3.421523771633181;0.7380147205092501;991.0;4.784165506266163;3.9606126914660833;0.8235528148000796;1050.5;5.197931171672966;4.300775810622638;0.8971553610503282;1101.5;5.603739805052715;4.664810025860354;0.9389297791923612;2.164064738601302;1289.5;6.465088521981301;5.422717326437239;1.042371195544062;4.221006802768348;1288.0;6.882832703401631;5.770837477620847;1.1119952257807837;4.391076458889331
Minas de Riotinto;21;Huelva;21049;1.0;4.0;3.801265468275571;3.123766336369145;3.0;7.0;3.748030212382247;3.1979663661014;3.0;9.0;3.8113366689096244;3.132237701253346;3.0;8.0;3.8360025970434806;3.166495216916497;4.0;14.0;3.9836911498695478;4.54545454545455;7.0;20.0;4.154469603232021;5.49242424242424;5.0;22.0;4.3132931844605835;5.58404995904996;Andalucía;4567.0;4509.0;4478.0;4401.0;4281.0;4263.0;4221.0;4209.0;4157.0;4112.0;4090.0;4070.0;4063.0;3974.0;3924.0;3866.0;3848.0;3812.0;3778.0;3738.0;2277.0;1.0;2.0;0.0;171.0;311.0;1776.0;5.0;0.21958717610891523;0.04391743522178305;0.1756697408871322;10.0;0.43917435221783047;0.13175230566534915;0.30742204655248134;12.0;0.5270092226613966;0.13175230566534915;0.3952569169960474;11.0;0.4830917874396135;0.13175230566534915;0.3513394817742644;18.0;0.7905138339920948;0.1756697408871322;0.6148440931049627;0.04391743522178305;27.0;1.1857707509881423;0.30742204655248134;0.8783487044356609;0.0878348704435661;27.0;1.1857707509881423;0.21958717610891523;0.966183574879227;0.0
Minglanilla;16;Cuenca;16125;1.0;5.0;2.889356793209261;2.23429371379508;87.51851851851852;4.0;2.8701580537075677;2.257050631931569;1.0;9.0;2.9346003767691378;2.2816824594109475;1.0;9.0;2.914392113314774;2.1818451480428194;3.0;12.0;3.035248461957068;2.31884057971015;4.0;18.0;3.1179723698425006;2.3972602739726;2.0;19.0;3.4065477979121965;2.36889927310488;Castilla-La Mancha;2324.0;2309.0;2385.0;2532.0;2532.0;2581.0;2742.0;2669.0;2709.0;2696.0;2413.0;2348.0;2367.0;2263.0;2232.0;2211.0;2221.0;2198.0;2237.0;2268.0;1401.0;1.0;5.0;4.0;3337.0;3098.0;6060.0;6.0;0.4282655246252677;0.07137758743754462;0.35688793718772305;91.51851851851852;6.532371057710101;6.246860707959923;0.28551034975017847;10.0;0.7137758743754461;0.07137758743754462;0.6423982869379015;10.0;0.7137758743754461;0.07137758743754462;0.6423982869379015;15.0;1.0706638115631693;0.21413276231263384;0.8565310492505354;0.07137758743754462;22.0;1.5703069236259815;0.28551034975017847;1.284796573875803;0.35688793718772305;21.0;1.4989293361884368;0.14275517487508924;1.3561741613133476;0.28551034975017847
Miraflores de la Sierra;28;Madrid;28085;139.0;128.0;4.9423396477235;4.16666666666667;149.0;138.0;5.03164556962025;4.45544554455445;175.0;154.0;5.11039886039886;4.47761194029851;190.0;160.0;5.3921568627451;4.41176470588235;211.0;169.0;6.00285969204328;4.69429347826087;258.0;203.0;6.11111111111111;4.93627812916761;277.0;194.0;6.3566701497736;5.0390625;Madrid, Comunidad de;4365.0;4741.0;5055.0;5344.0;5487.0;5811.0;5947.0;5934.0;5963.0;5979.0;5907.0;5890.0;5807.0;5754.0;5817.0;5897.0;6108.0;6362.0;6585.0;6711.0;4911.0;32.0;60.0;61.0;4464.0;4618.0;4415.0;267.0;5.436774587660354;2.8303807778456527;2.6063938098147017;287.0;5.844023620443902;3.034005294237426;2.810018326206475;329.0;6.69924658928935;3.5634290368560375;3.135817552433313;350.0;7.126858073712075;3.868865811443698;3.257992262268377;380.0;7.737731622887396;4.296477295866422;3.4412543270209732;0.6515984524536754;461.0;9.387090205660762;5.253512522907758;4.133577682753003;1.2217470983506413;471.0;9.590714722052535;5.640399104052128;3.950315618000407;1.2421095499898187
Miramar;46;Valencia/Valéncia;46168;52.0;23.0;3.57894736842105;3.50199854651163;50.0;20.0;4.11764705882353;3.6231884057971;62.0;25.0;3.7037037037037;3.46235795454545;64.0;24.0;3.72340425531915;3.58974358974359;67.0;29.0;4.1669106167057;3.86756397474244;87.0;37.0;4.16666666666667;3.83147386964181;95.0;44.0;4.38144329896907;4.44302721088435;Comunitat Valenciana;1530.0;1675.0;1781.0;1895.0;1984.0;2168.0;2333.0;2431.0;2538.0;2558.0;2597.0;2571.0;2620.0;2609.0;2608.0;2599.0;2634.0;2685.0;2740.0;2831.0;4743.0;68.0;110.0;105.0;6812.0;7212.0;11476.0;75.0;1.5812776723592663;1.0963525195024246;0.4849251528568417;70.0;1.4758591608686484;1.0541851149061776;0.421674045962471;87.0;1.8342820999367488;1.3071895424836601;0.5270925574530888;88.0;1.8553658022348725;1.3493569470799072;0.5060088551549652;96.0;2.0240354206198607;1.4126080539742778;0.611427366645583;1.4336917562724014;124.0;2.6143790849673203;1.8342820999367488;0.7800969850305713;2.3192072527935905;139.0;2.9306346194391737;2.002951718321737;0.9276829011174362;2.213788741302973
Miranda de Ebro;9;Burgos;9219;641.0;21.0;4.57875457875458;3.51472796325737;740.5;23.0;4.70588235294118;3.3423057203545;800.0;27.0;4.66666666666667;3.59140297694063;846.0;31.0;4.82758620689655;3.5704368752314;857.0;27.0;5.01589976850055;4.12579245912579;1007.5;46.0;5.23255813953488;4.05405405405405;994.0;47.0;5.42168674698795;4.3010752688172;Castilla y León;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;2.0;6.0;2.0;56295.0;63498.5;87215.5;787.0;3.5546522131887985;3.4598012646793133;0.0948509485094851;908.6901408450705;4.186991869918699;4.083107497741644;0.10388437217705511;991.0;4.512195121951219;4.390243902439025;0.12195121951219512;1050.5;4.7922312556458895;4.652213188798554;0.14001806684733514;1101.5;4.986449864498645;4.86449864498645;0.12195121951219512;0.009033423667570008;1289.5;6.458897922312556;6.251129177958446;0.20776874435411022;0.02710027100271003;1288.0;6.784101174345077;6.571815718157182;0.2122854561878952;0.009033423667570008
Mislata;46;Valencia/Valéncia;46169;641.0;22.0;4.02298850574713;3.94736842105263;740.5;25.0;4.11111111111111;3.92173615857826;800.0;23.0;4.20560747663551;3.80854659584742;846.0;27.0;4.40938511326861;4.60722702278083;857.0;29.0;4.80769230769231;4.56110384962819;1007.5;29.0;5.05050505050505;5.60072377445672;994.0;38.0;5.37037037037037;6.00076103500761;Comunitat Valenciana;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;56.0;86.0;64.0;31560.0;12753.0;18087.0;827.2611940298507;6.333879611994508;6.236435310271515;0.09744430172299243;908.6901408450705;7.12672188510431;7.015989724055455;0.11073216104885503;991.0;7.551933383531913;7.4500597953669665;0.10187358816494663;1050.5;7.888559153120433;7.768968419187669;0.11959073393276343;1101.5;9.080037206006113;8.951587899189441;0.12844930681667183;0.24804004074943525;1289.5;9.722283740089471;9.5938344332728;0.12844930681667183;0.3809186340080613;1288.0;10.209505248704433;10.041192363910174;0.16831288479425965;0.28347433228506885
Miño;15;Coruña, A;15048;195.0;31.0;3.58058608058608;2.51575630252101;226.0;35.0;3.68686868686869;2.95208752515091;244.0;53.0;3.69565217391304;2.98489733582216;264.0;56.0;3.79249556364995;3.07086614173228;272.0;52.0;3.95238095238095;3.39597826086957;384.0;70.0;4.11111111111111;3.54679802955665;409.0;76.0;4.21917934897485;3.65658595704555;Galicia;5096.0;5089.0;5127.0;5162.0;5256.0;5326.0;5488.0;5628.0;5760.0;5739.0;5786.0;5838.0;5859.0;5832.0;5905.0;6056.0;6200.0;6277.0;6423.0;6624.0;5742.0;79.0;166.0;195.0;4575.0;4743.0;7332.0;226.0;3.9359108324625565;3.3960292580982236;0.539881574364333;261.0;4.545454545454546;3.9359108324625565;0.6095437129919888;297.0;5.172413793103448;4.249390456287008;0.9230233368164402;320.0;5.572971090212469;4.597701149425287;0.9752699407871822;324.0;5.6426332288401255;4.737025426680599;0.9056078021595263;1.3758272378962033;454.0;7.906652734238941;6.687565308254963;1.2190874259839777;2.8909787530477185;485.0;8.446534308603274;7.122953674677813;1.3235806339254614;3.3960292580982236
Moaña;36;Pontevedra;36029;196.0;68.0;3.55555555555556;2.99520630029105;218.0;74.0;3.55555555555556;2.93170731707317;224.0;79.0;3.84615384615385;2.94905282591095;264.0;92.0;4.12844036697248;2.93170731707317;284.0;111.0;4.28571428571429;3.28019219179247;356.0;140.0;4.34782608695652;3.03858412896084;375.0;149.0;4.52411358173077;3.48696501358696;Galicia;18165.0;18396.0;18415.0;18432.0;18587.0;18709.0;19014.0;19231.0;19336.0;19291.0;19309.0;19365.0;19492.0;19458.0;19439.0;19448.0;19399.0;19452.0;19496.0;19474.0;9897.0;80.0;160.0;213.0;11587.0;22726.0;29738.0;264.0;2.667474992421946;1.980398100434475;0.6870768919874709;292.0;2.9503890067697283;2.202687683136304;0.7477013236334242;303.0;3.0615337981206427;2.2633121147822575;0.7982216833383854;356.0;3.5970496109932304;2.667474992421946;0.9295746185712842;395.0;3.991108416691927;2.8695564312417905;1.1215519854501363;0.8083257552793776;496.0;5.011619682732141;3.5970496109932304;1.4145700717389107;1.6166515105587551;524.0;5.294533697079923;3.7890269778720826;1.5055067192078408;2.152167323431343
Mocejón;45;Toledo;45102;33.0;19.0;3.44032540675845;2.56881598793363;36.0;23.0;3.2258064516129;2.55593663236975;44.0;27.0;3.26086956521739;2.75398684063789;56.0;33.0;3.16455696202532;2.95853491047998;53.0;34.0;3.56737588652482;3.08641975308642;73.0;40.0;4.13778792280556;3.06122448979592;84.0;46.0;4.25678785089738;2.87940201084382;Castilla-La Mancha;4277.0;4370.0;4503.0;4539.0;4655.0;4860.0;4922.0;4895.0;4908.0;5003.0;4958.0;4842.0;4874.0;4844.0;4830.0;4829.0;4875.0;4963.0;5009.0;5004.0;2199.0;0.0;0.0;0.0;1165.0;624.0;1080.0;52.0;2.3647112323783537;1.500682128240109;0.8640291041382446;59.0;2.683037744429286;1.6371077762619373;1.0459299681673488;71.0;3.2287403365165983;2.0009095043201457;1.2278308321964528;89.0;4.047294224647567;2.546612096407458;1.500682128240109;87.0;3.956343792633015;2.41018644838563;1.5461573442473853;0.0;113.0;5.138699408822192;3.3196907685311503;1.8190086402910415;0.0;130.0;5.911778080945885;3.819918144611187;2.0918599363346977;0.0
Moclín;18;Granada;18132;1.0;4.0;3.5918550937622813;3.0146096959099107;1.0;2.0;3.5714521874700207;2.974507567611823;1.0;8.0;3.659736586129634;3.0343007743832207;1.0;8.0;3.641980161135367;2.9844970250563225;2.0;14.0;3.9227075022872366;2.40597345132743;5.0;16.0;4.003230697966841;2.45901639344262;5.0;17.0;4.206384226479411;2.64885176106309;Andalucía;4310.0;4243.0;4220.0;4146.0;4091.0;4319.0;4268.0;4237.0;4213.0;4204.0;4136.0;4059.0;3976.0;3884.0;3820.0;3723.0;3651.0;3622.0;3613.0;3607.0;2774.0;10.0;22.0;30.0;4709.0;2383.0;3776.0;5.0;0.1802451333813987;0.03604902667627974;0.14419610670511895;3.0;0.10814708002883922;0.03604902667627974;0.07209805335255948;9.0;0.32444124008651765;0.03604902667627974;0.2883922134102379;9.0;0.32444124008651765;0.03604902667627974;0.2883922134102379;16.0;0.5767844268204758;0.07209805335255948;0.5046863734679163;0.3604902667627974;21.0;0.7570295602018745;0.1802451333813987;0.5767844268204758;0.7930785868781542;22.0;0.7930785868781542;0.1802451333813987;0.6128334534967556;1.0814708002883922
Mogente/Moixent;46;Valencia/Valéncia;46170;21.0;7.0;2.08355941399891;3.1430306324823505;23.0;3.0;2.06734758813797;3.1243547757753856;25.0;7.0;2.08905133203379;3.1843562015622036;38.0;3.0;2.11864406779661;3.3113068409298423;43.0;6.0;2.27876676986584;3.565777468748761;65.0;7.0;2.57705073494547;3.456611228385751;72.0;8.0;2.79195011337868;3.646915814862397;Comunitat Valenciana;4410.0;4465.0;4542.0;4559.0;4646.0;4724.0;4734.0;4753.0;4758.0;4737.0;4697.0;4619.0;4527.0;4378.0;4371.0;4318.0;4302.0;4307.0;4326.0;4365.0;2899.0;7.0;22.0;18.0;10576.0;17301.0;20012.0;28.0;0.9658502932045533;0.724387719903415;0.24146257330113832;26.0;0.8968609865470852;0.793377026560883;0.10348395998620213;32.0;1.1038289065194895;0.8623663332183512;0.24146257330113832;41.0;1.414280786478096;1.3107968264918937;0.10348395998620213;49.0;1.6902380131079682;1.483270093135564;0.20696791997240427;0.24146257330113832;72.0;2.483615039668851;2.242152466367713;0.24146257330113832;0.758882373232149;80.0;2.759572266298724;2.483615039668851;0.2759572266298724;0.6209037599172128
Moguer;21;Huelva;21050;67.0;82.0;3.74221991701245;3.8135593220339;82.0;93.0;3.94736842105263;3.85879120879121;86.0;103.0;3.95061728395062;4.04415263107812;98.0;112.0;4.28571428571429;4.12094115521835;100.0;125.0;4.44444444444444;4.4907807548257;131.0;143.0;4.67444613563335;4.44702625203935;131.0;143.0;4.85294117647059;4.54545454545455;Andalucía;15980.0;16349.0;16961.0;18441.0;18381.0;19032.0;19569.0;20040.0;20418.0;20944.0;21209.0;21302.0;21383.0;21401.0;21514.0;21699.0;22088.0;21867.0;22061.0;22643.0;8076.0;24.0;38.0;37.0;55981.0;63498.5;71119.0;149.0;1.844972758791481;0.8296186230807331;1.0153541357107478;175.0;2.16691431401684;1.0153541357107478;1.151560178306092;189.0;2.3402674591381873;1.0648836057454185;1.2753838533927686;210.0;2.600297176820208;1.2134720158494303;1.3868251609707776;225.0;2.7860326894502228;1.2382367508667658;1.5477959385834572;0.2971768202080238;274.0;3.392768697374938;1.622090143635463;1.770678553739475;0.47052996532937097;274.0;3.392768697374938;1.622090143635463;1.770678553739475;0.4581475978207033
Mogán;35;Palmas, Las;35012;433.0;165.0;7.189410066524745;5.848594664647919;488.0;188.5;7.226342920935124;6.05392156862745;546.0;205.5;7.373875585001926;6.179423447870426;519.0;221.5;7.75295356817097;6.409360721682227;489.0;225.0;8.40719274906722;6.971735536893872;569.0;280.0;8.73902145987033;7.2533276359836245;600.0;283.5;9.142280797052049;7.45162822330126;Canarias;15932.0;15176.0;15953.0;16569.0;18547.0;20391.0;21690.0;22638.0;23476.0;24225.0;21782.0;23491.0;22277.0;21049.0;19783.0;19657.0;20072.0;20487.0;20572.0;20331.0;13073.0;120.5;238.5;246.0;56295.0;63498.5;87215.5;827.2611940298507;6.440755756138606;3.312170121624723;2.8365109220462323;908.6901408450705;7.450470435248222;3.732884571253729;3.2345703288076355;991.0;8.207756444580433;4.176547081771591;3.6113574520014247;1050.5;8.08536678650654;3.9700145337718964;3.8295514537892696;1012.0;7.741145873173717;3.7405339248833473;3.9393673458988454;2.164064738601302;1182.0;9.041535990208827;4.352482215252811;4.689053774956016;4.221006802768348;1191.0;9.110380172875391;4.589612177770978;4.520767995104413;4.391076458889331
